transaction_date,brand_name,outlet_name,year_month,is_weekend,total_orders,total_completed_orders,total_sales,total_promo_orders,total_promo_sales,total_non_promo_orders,total_non_promo_sales,platform_promo_spend,1.Morning_promo_spend,2.Afternoon_promo_spend,3.Evening_promo_spend,4.Late night_promo_spend,Platform A_spend,Platform B_spend,Platform C_spend,no_of_ads,ad_spend,clicks,impressions,reach,cost_per_click
2020-09-05,Club Street,Club Street - Central,2020-09,True,11.0,11.0,567.4,0.0,0.0,11.0,567.4,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-05,Club Street,Club Street - East,2020-09,True,20.0,18.0,436.75,0.0,0.0,18.0,436.75,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-05,Pizzeria,Pizzeria - Central,2020-09,True,26.0,26.0,1839.8899999999999,14.0,1290.9699999999998,12.0,548.9200000000001,274.53,3.45,20.84142857142857,20.865,,0.0,9.12,30.89625,4.0,34.22,72.0,14895.0,14511.0,0.47527777777777774
2020-09-05,Pizzeria,Pizzeria - East,2020-09,True,9.0,6.0,414.08000000000004,4.0,361.65000000000003,2.0,52.43,89.88,11.235,16.8525,0.0,,,,12.84,,,,,,
2020-09-05,The Brunch Place,The Brunch Place - East,2020-09,True,6.0,6.0,166.92,2.0,29.96,4.0,136.96,4.28,2.14,0.0,0.0,,,,0.7133333333333334,,,,,,
2020-09-06,Club Street,Club Street - Central,2020-09,True,5.0,5.0,236.09999999999997,0.0,0.0,5.0,236.09999999999997,0.0,,0.0,0.0,,,,0.0,,,,,,
2020-09-06,Club Street,Club Street - East,2020-09,True,29.0,26.0,745.4499999999999,0.0,0.0,26.0,745.4499999999999,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-06,Pizzeria,Pizzeria - Central,2020-09,True,50.0,48.0,3503.24,23.0,2428.42,25.0,1074.82,516.81,13.482,44.94,44.94,,0.0,,57.423333333333325,4.0,34.260000000000005,85.0,15035.0,14687.0,0.4030588235294118
2020-09-06,Pizzeria,Pizzeria - East,2020-09,True,16.0,14.0,1141.13,7.0,839.94,7.0,301.19,157.29,,14.979999999999999,37.449999999999996,,,,26.215,,,,,,
2020-09-06,The Brunch Place,The Brunch Place - East,2020-09,True,17.0,17.0,383.06000000000006,1.0,17.12,16.0,365.94000000000005,2.14,1.07,0.0,0.0,,,,0.23777777777777778,,,,,,
2020-09-07,Club Street,Club Street - Central,2020-09,False,3.0,3.0,282.70000000000005,0.0,0.0,3.0,282.70000000000005,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-07,Club Street,Club Street - East,2020-09,False,11.0,10.0,360.29999999999995,0.0,0.0,10.0,360.29999999999995,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-07,Pizzeria,Pizzeria - Central,2020-09,False,47.0,44.0,3196.2000000000003,23.0,2274.92,21.0,921.28,501.0299999999999,0.0,41.784,58.422000000000004,0.0,0.0,6.69,82.39,4.0,36.09,87.0,16413.0,15879.0,0.4148275862068966
2020-09-07,Pizzeria,Pizzeria - East,2020-09,False,16.0,14.0,921.79,7.0,689.07,7.0,232.72,157.29,11.235,22.47,56.175,,,,31.458,,,,,,
2020-09-07,The Brunch Place,The Brunch Place - East,2020-09,False,15.0,14.0,307.09000000000003,3.0,81.32,11.0,225.76999999999998,8.56,4.28,0.0,0.0,,,,1.2228571428571429,,,,,,
2020-09-08,Club Street,Club Street - Central,2020-09,False,1.0,1.0,167.2,0.0,0.0,1.0,167.2,0.0,0.0,,,,,,0.0,,,,,,
2020-09-08,Club Street,Club Street - East,2020-09,False,30.0,29.0,920.0999999999999,0.0,0.0,29.0,920.0999999999999,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,
2020-09-08,Pizzeria,Pizzeria - Central,2020-09,False,22.0,21.0,1418.8400000000001,10.0,905.2299999999999,11.0,513.61,191.23999999999998,0.0,12.669999999999998,22.47,,0.0,6.789999999999999,26.215,4.0,34.46,104.0,19770.0,19147.0,0.33134615384615385
2020-09-08,Pizzeria,Pizzeria - East,2020-09,False,26.0,24.0,1514.02,9.0,933.03,15.0,580.99,202.23,11.235,18.724999999999998,33.705,,,,20.223,,,,,,
2020-09-08,The Brunch Place,The Brunch Place - East,2020-09,False,20.0,19.0,544.63,1.0,14.98,18.0,529.65,2.14,1.07,0.0,0.0,,,,0.2675,,,,,,
2020-09-09,Club Street,Club Street - Central,2020-09,False,9.0,9.0,310.6,0.0,0.0,9.0,310.6,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-09,Club Street,Club Street - East,2020-09,False,19.0,16.0,542.6,0.0,0.0,16.0,542.6,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-09,Pizzeria,Pizzeria - Central,2020-09,False,12.0,12.0,628.1,3.0,272.33,9.0,355.77,67.41,0.0,11.235,7.489999999999999,,0.0,,11.235,4.0,33.75,109.0,15007.0,14619.0,0.30963302752293576
2020-09-09,Pizzeria,Pizzeria - East,2020-09,False,9.0,9.0,324.74,1.0,86.67,8.0,238.07000000000002,22.47,0.0,11.235,0.0,,,,4.494,,,,,,
2020-09-09,The Brunch Place,The Brunch Place - East,2020-09,False,10.0,10.0,247.17,0.0,0.0,10.0,247.17,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-10,Club Street,Club Street - Central,2020-09,False,11.0,11.0,483.95000000000005,0.0,0.0,11.0,483.95000000000005,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-10,Club Street,Club Street - East,2020-09,False,12.0,12.0,352.9,0.0,0.0,12.0,352.9,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-10,Pizzeria,Pizzeria - Central,2020-09,False,19.0,18.0,1270.0900000000001,8.0,748.5,10.0,521.59,179.76,11.235,13.482,17.976,,0.0,0.0,25.68,4.0,34.36,89.0,16779.0,16459.0,0.3860674157303371
2020-09-10,Pizzeria,Pizzeria - East,2020-09,False,4.0,4.0,157.81,1.0,86.66,3.0,71.15,22.47,0.0,0.0,11.235,,,,4.494,,,,,,
2020-09-10,The Brunch Place,The Brunch Place - East,2020-09,False,5.0,5.0,74.9,0.0,0.0,5.0,74.9,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-11,Club Street,Club Street - Central,2020-09,False,10.0,10.0,543.7,0.0,0.0,10.0,543.7,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-11,Club Street,Club Street - East,2020-09,False,16.0,15.0,380.90000000000003,0.0,0.0,15.0,380.90000000000003,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-11,Pizzeria,Pizzeria - Central,2020-09,False,25.0,25.0,1486.2300000000002,9.0,860.82,16.0,625.41,183.54999999999998,22.47,10.171428571428569,11.235,22.47,0.0,3.79,22.47,4.0,34.77,73.0,17425.0,16875.0,0.47630136986301375
2020-09-11,Pizzeria,Pizzeria - East,2020-09,False,10.0,10.0,427.98,2.0,179.75,8.0,248.23,44.94,0.0,7.489999999999999,22.47,,,,8.988,,,,,,
2020-09-11,The Brunch Place,The Brunch Place - East,2020-09,False,9.0,9.0,197.95,2.0,53.5,7.0,144.45,4.28,2.14,0.0,0.0,,,,0.7133333333333334,,,,,,
2020-09-12,Club Street,Club Street - Central,2020-09,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,
2020-09-12,Club Street,Club Street - East,2020-09,True,13.0,12.0,315.8,0.0,0.0,12.0,315.8,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-12,Pizzeria,Pizzeria - Central,2020-09,True,27.0,27.0,1219.27,5.0,449.94000000000005,22.0,769.3299999999999,116.36,0.0,14.284,7.489999999999999,,0.0,6.62,14.979999999999999,4.0,34.7,106.0,23425.0,23062.0,0.3273584905660378
2020-09-12,Pizzeria,Pizzeria - East,2020-09,True,7.0,7.0,464.38,3.0,299.6,4.0,164.78,67.41,0.0,11.235,22.47,,,,11.235,,,,,,
2020-09-12,The Brunch Place,The Brunch Place - East,2020-09,True,12.0,11.0,262.15,0.0,0.0,11.0,262.15,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-13,Club Street,Club Street - Central,2020-09,True,11.0,11.0,556.4499999999999,4.0,363.44999999999993,7.0,193.0,28.0,7.0,7.0,0.0,,,,5.6,,,,,,
2020-09-13,Club Street,Club Street - East,2020-09,True,21.0,21.0,627.3000000000001,0.0,0.0,21.0,627.3000000000001,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-13,Pizzeria,Pizzeria - Central,2020-09,True,42.0,42.0,2717.8700000000003,17.0,1658.5400000000002,25.0,1059.33,347.15999999999997,0.0,20.925,35.952,,0.0,5.055,37.449999999999996,4.0,31.340000000000003,94.0,18550.0,18030.0,0.33340425531914897
2020-09-13,Pizzeria,Pizzeria - East,2020-09,True,9.0,9.0,819.58,6.0,709.38,3.0,110.2,134.82,0.0,14.979999999999999,44.94,,,,22.47,,,,,,
2020-09-13,The Brunch Place,The Brunch Place - East,2020-09,True,5.0,4.0,77.04,0.0,0.0,4.0,77.04,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-14,Club Street,Club Street - Central,2020-09,False,10.0,10.0,330.85,0.0,0.0,10.0,330.85,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-14,Club Street,Club Street - East,2020-09,False,25.0,23.0,657.1500000000001,0.0,0.0,23.0,657.1500000000001,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-14,Pizzeria,Pizzeria - Central,2020-09,False,20.0,20.0,1765.0099999999998,2.0,253.58,18.0,1511.4299999999998,38.04,0.0,8.6675,0.674,,0.0,19.02,0.0,3.0,24.55,92.0,16956.0,16477.0,0.2668478260869565
2020-09-14,Pizzeria,Pizzeria - East,2020-09,False,20.0,20.0,1263.65,1.0,56.71,19.0,1206.94,15.0,0.0,0.0,7.5,,,,2.5,,,,,,
2020-09-14,The Brunch Place,The Brunch Place - East,2020-09,False,9.0,9.0,196.88,1.0,14.98,8.0,181.9,2.14,2.14,0.0,0.0,,,,0.3566666666666667,,,,,,
2020-09-15,Club Street,Club Street - Central,2020-09,False,24.0,21.0,866.0999999999999,2.0,170.1,19.0,696.0,14.0,7.0,1.4,0.0,,,,2.0,,,,,,
2020-09-15,Club Street,Club Street - East,2020-09,False,31.0,29.0,1035.75,0.0,0.0,29.0,1035.75,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-15,Pizzeria,Pizzeria - Central,2020-09,False,23.0,23.0,1272.81,5.0,352.03,18.0,920.7800000000001,53.19,0.0,6.4557142857142855,2.6666666666666665,,0.0,5.095,7.166666666666667,3.0,23.939999999999998,86.0,20568.0,20368.0,0.2783720930232558
2020-09-15,Pizzeria,Pizzeria - East,2020-09,False,26.0,26.0,1071.56,4.0,262.67,22.0,808.89,60.0,15.0,6.0,5.0,,,,6.666666666666667,,,,,,
2020-09-15,The Brunch Place,The Brunch Place - East,2020-09,False,2.0,1.0,12.84,0.0,0.0,1.0,12.84,0.0,0.0,,,,,,0.0,,,,,,
2020-09-16,Club Street,Club Street - Central,2020-09,False,28.0,24.0,982.7999999999998,6.0,494.05000000000007,18.0,488.75,42.0,7.0,3.5,3.5,,,,4.2,,,,,,
2020-09-16,Club Street,Club Street - East,2020-09,False,21.0,20.0,509.09999999999997,0.0,0.0,20.0,509.09999999999997,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-16,Pizzeria,Pizzeria - Central,2020-09,False,21.0,21.0,953.9100000000001,0.0,0.0,21.0,953.9100000000001,0.0,0.0,0.0,0.0,,0.0,,0.0,3.0,22.75,107.0,17185.0,16659.0,0.21261682242990654
2020-09-16,Pizzeria,Pizzeria - East,2020-09,False,11.0,11.0,410.87,1.0,73.83,10.0,337.04,15.0,0.0,5.0,0.0,,,,2.5,,,,,,
2020-09-16,The Brunch Place,The Brunch Place - East,2020-09,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,
2020-09-17,Club Street,Club Street - Central,2020-09,False,23.0,23.0,1057.65,1.0,69.95,22.0,987.7,7.0,0.0,1.75,0.0,,,,1.0,,,,,,
2020-09-17,Club Street,Club Street - East,2020-09,False,23.0,23.0,618.7499999999999,0.0,0.0,23.0,618.7499999999999,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-17,Pizzeria,Pizzeria - Central,2020-09,False,24.0,23.0,1244.96,1.0,55.1,22.0,1189.8600000000001,11.02,5.51,0.0,0.0,0.0,0.0,2.755,0.0,3.0,24.49,112.0,16072.0,15697.0,0.21866071428571426
2020-09-17,Pizzeria,Pizzeria - East,2020-09,False,14.0,14.0,599.1800000000001,0.0,0.0,14.0,599.1800000000001,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-17,The Brunch Place,The Brunch Place - East,2020-09,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,
2020-09-18,Club Street,Club Street - Central,2020-09,False,29.0,28.0,1444.9,5.0,442.35,23.0,1002.55,35.0,7.0,5.25,0.0,,,,4.375,,,,,,
2020-09-18,Club Street,Club Street - East,2020-09,False,18.0,18.0,633.3,0.0,0.0,18.0,633.3,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-18,Pizzeria,Pizzeria - Central,2020-09,False,19.0,18.0,772.55,0.0,0.0,18.0,772.55,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,23.03,90.0,12291.0,12005.0,0.2558888888888889
2020-09-18,Pizzeria,Pizzeria - East,2020-09,False,11.0,11.0,782.16,2.0,128.4,9.0,653.7599999999999,30.0,0.0,5.0,7.5,,,,5.0,,,,,,
2020-09-19,Club Street,Club Street - Central,2020-09,True,21.0,20.0,929.9,1.0,131.8,19.0,798.1,7.0,3.5,0.0,0.0,,,,0.875,,,,,,
2020-09-19,Club Street,Club Street - East,2020-09,True,17.0,17.0,681.65,0.0,0.0,17.0,681.65,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-19,Pizzeria,Pizzeria - Central,2020-09,True,18.0,17.0,1043.79,3.0,175.48000000000002,14.0,868.31,45.0,0.0,2.5,7.5,,0.0,0.0,5.625,3.0,21.89,95.0,15265.0,14797.0,0.23042105263157894
2020-09-19,Pizzeria,Pizzeria - East,2020-09,True,19.0,18.0,691.19,2.0,127.86,16.0,563.3299999999999,30.0,30.0,0.0,0.0,,,,5.0,,,,,,
2020-09-19,The Brunch Place,The Brunch Place - East,2020-09,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,,
2020-09-20,Club Street,Club Street - Central,2020-09,True,28.0,28.0,1161.4,4.0,340.6,24.0,820.8,28.0,14.0,2.3333333333333335,0.0,,,,3.5,,,,,,
2020-09-20,Club Street,Club Street - East,2020-09,True,37.0,36.0,1107.55,0.0,0.0,36.0,1107.55,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-20,Pizzeria,Pizzeria - Central,2020-09,True,47.0,47.0,2955.42,5.0,341.33000000000004,42.0,2614.09,76.89,0.0,3.98625,6.428571428571429,,0.0,10.63,5.625,7.0,51.95,150.0,17868.0,17255.0,0.3463333333333333
2020-09-20,Pizzeria,Pizzeria - East,2020-09,True,33.0,32.0,1645.5900000000001,3.0,170.13,29.0,1475.46,45.0,0.0,6.0,5.0,,,,5.0,,,,,,
2020-09-21,Club Street,Club Street - Central,2020-09,False,30.0,30.0,1433.6,2.0,239.6,28.0,1194.0,14.0,14.0,0.0,0.0,,,,1.75,,,,,,
2020-09-21,Club Street,Club Street - East,2020-09,False,33.0,31.0,1122.7,0.0,0.0,31.0,1122.7,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-21,Pizzeria,Pizzeria - Central,2020-09,False,47.0,47.0,2569.6200000000003,7.0,455.29999999999995,40.0,2114.3199999999997,88.15,7.5,4.473076923076923,2.5,,0.0,5.5649999999999995,5.99,5.0,45.82,135.0,14536.0,14097.0,0.33940740740740744
2020-09-21,Pizzeria,Pizzeria - East,2020-09,False,18.0,18.0,953.3399999999999,7.0,458.49,11.0,494.85,105.0,0.0,10.0,37.5,,,,17.5,,,,,,
2020-09-22,Club Street,Club Street - Central,2020-09,False,17.0,17.0,969.55,0.0,0.0,17.0,969.55,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-22,Club Street,Club Street - East,2020-09,False,20.0,20.0,521.35,0.0,0.0,20.0,521.35,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-22,Pizzeria,Pizzeria - Central,2020-09,False,39.0,39.0,2150.74,2.0,90.95,37.0,2059.79,19.19,5.0,0.4655555555555556,0.0,,0.0,2.095,1.875,5.0,44.230000000000004,124.0,13815.0,13110.0,0.3566935483870968
2020-09-22,Pizzeria,Pizzeria - East,2020-09,False,24.0,24.0,1254.51,3.0,174.93,21.0,1079.58,45.0,0.0,7.5,7.5,,,,5.625,,,,,,
2020-09-23,Club Street,Club Street - Central,2020-09,False,26.0,26.0,1317.8500000000001,9.0,781.0500000000001,17.0,536.8,63.0,17.5,4.2,3.5,,,,7.0,,,,,,
2020-09-23,Club Street,Club Street - East,2020-09,False,28.0,28.0,764.1500000000001,0.0,0.0,28.0,764.1500000000001,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-23,Pizzeria,Pizzeria - Central,2020-09,False,16.0,16.0,750.64,1.0,64.2,15.0,686.4399999999999,2.39,,0.34142857142857147,0.0,,0.0,1.195,0.0,5.0,42.29,142.0,16796.0,16519.0,0.2978169014084507
2020-09-23,Pizzeria,Pizzeria - East,2020-09,False,7.0,7.0,387.34000000000003,1.0,53.5,6.0,333.84000000000003,15.0,15.0,0.0,0.0,,,,3.75,,,,,,
2020-09-24,Club Street,Club Street - Central,2020-09,False,30.0,28.0,1277.55,0.0,0.0,28.0,1277.55,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-24,Club Street,Club Street - East,2020-09,False,24.0,24.0,846.0500000000001,0.0,0.0,24.0,846.0500000000001,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-24,Pizzeria,Pizzeria - Central,2020-09,False,27.0,27.0,1534.3999999999999,1.0,59.92,26.0,1474.4799999999998,5.99,,0.0,1.198,,0.0,0.0,0.74875,5.0,43.43,132.0,16553.0,15904.0,0.32901515151515154
2020-09-24,Pizzeria,Pizzeria - East,2020-09,False,16.0,16.0,1034.1,4.0,288.36,12.0,745.74,60.0,0.0,0.0,30.0,,,,8.571428571428571,,,,,,
2020-09-25,Club Street,Club Street - Central,2020-09,False,20.0,19.0,957.9,2.0,233.9,17.0,724.0,14.0,0.0,2.3333333333333335,0.0,,,,1.5555555555555556,,,,,,
2020-09-25,Club Street,Club Street - East,2020-09,False,32.0,32.0,1128.7,0.0,0.0,32.0,1128.7,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-25,Pizzeria,Pizzeria - Central,2020-09,False,31.0,31.0,1728.07,2.0,113.42,29.0,1614.65,30.0,0.0,2.142857142857143,2.142857142857143,,0.0,0.0,3.3333333333333335,5.0,43.879999999999995,145.0,17285.0,16527.0,0.30262068965517236
2020-09-25,Pizzeria,Pizzeria - East,2020-09,False,21.0,21.0,1313.4,4.0,234.32000000000002,17.0,1079.0800000000002,60.0,15.0,5.0,15.0,,,,10.0,,,,,,
2020-09-26,Club Street,Club Street - Central,2020-09,True,22.0,22.0,1233.1,6.0,642.1,16.0,591.0,42.0,7.0,4.2,7.0,,,,5.25,,,,,,
2020-09-26,Club Street,Club Street - East,2020-09,True,24.0,24.0,728.3000000000001,0.0,0.0,24.0,728.3000000000001,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-26,Pizzeria,Pizzeria - Central,2020-09,True,23.0,23.0,1350.38,2.0,130.01999999999998,21.0,1220.3600000000001,30.0,0.0,2.5,3.0,,0.0,0.0,4.285714285714286,5.0,43.44,129.0,17354.0,16683.0,0.33674418604651163
2020-09-26,Pizzeria,Pizzeria - East,2020-09,True,13.0,12.0,633.4300000000001,3.0,209.18,9.0,424.25,45.0,0.0,10.0,15.0,,,,9.0,,,,,,
2020-09-26,The Brunch Place,The Brunch Place - East,2020-09,True,6.0,6.0,141.24,0.0,0.0,6.0,141.24,0.0,,0.0,0.0,,,,0.0,,,,,,
2020-09-27,Club Street,Club Street - Central,2020-09,True,23.0,21.0,932.1999999999999,3.0,299.95000000000005,18.0,632.25,21.0,14.0,1.1666666666666667,0.0,,,,2.625,,,,,,
2020-09-27,Club Street,Club Street - East,2020-09,True,21.0,21.0,542.3,0.0,0.0,21.0,542.3,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-27,Pizzeria,Pizzeria - Central,2020-09,True,39.0,39.0,2621.0100000000007,2.0,118.24,37.0,2502.77,20.0,0.0,0.0,3.3333333333333335,,0.0,0.0,2.2222222222222223,5.0,72.7,172.0,23530.0,22561.0,0.42267441860465116
2020-09-27,Pizzeria,Pizzeria - East,2020-09,True,19.0,19.0,1205.34,3.0,243.96,16.0,961.3800000000001,45.0,,0.0,15.0,,,,7.5,,,,,,
2020-09-27,The Brunch Place,The Brunch Place - East,2020-09,True,8.0,8.0,164.78,0.0,0.0,8.0,164.78,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-28,Club Street,Club Street - Central,2020-09,False,34.0,33.0,1603.5499999999997,6.0,679.75,27.0,923.8000000000001,42.0,21.0,4.2,0.0,,,,4.666666666666667,,,,,,
2020-09-28,Club Street,Club Street - East,2020-09,False,30.0,30.0,1036.5,0.0,0.0,30.0,1036.5,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-28,Pizzeria,Pizzeria - Central,2020-09,False,44.0,44.0,2366.8800000000006,4.0,272.31,40.0,2094.57,48.49,7.5,0.0,4.784285714285715,,0.0,0.8725,5.625,5.0,76.31,193.0,23820.0,23011.0,0.39538860103626944
2020-09-28,Pizzeria,Pizzeria - East,2020-09,False,27.0,27.0,1524.69,3.0,167.45000000000002,24.0,1357.24,45.0,15.0,7.5,0.0,,,,5.0,,,,,,
2020-09-28,The Brunch Place,The Brunch Place - East,2020-09,False,8.0,8.0,239.68,0.0,0.0,8.0,239.68,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-29,Club Street,Club Street - Central,2020-09,False,25.0,25.0,1448.4,2.0,157.55,23.0,1290.85,14.0,14.0,0.0,0.0,,,,1.75,,,,,,
2020-09-29,Club Street,Club Street - East,2020-09,False,29.0,28.0,910.4499999999999,0.0,0.0,28.0,910.4499999999999,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-29,Pizzeria,Pizzeria - Central,2020-09,False,38.0,38.0,2112.74,4.0,287.29999999999995,34.0,1825.4399999999998,60.0,0.0,5.0,0.0,,0.0,0.0,7.5,5.0,76.28,199.0,27297.0,26517.0,0.3833165829145729
2020-09-29,Pizzeria,Pizzeria - East,2020-09,False,23.0,23.0,1508.67,1.0,62.59,22.0,1446.0800000000002,15.0,0.0,3.0,0.0,,,,1.6666666666666667,,,,,,
2020-09-29,The Brunch Place,The Brunch Place - East,2020-09,False,7.0,7.0,197.95,0.0,0.0,7.0,197.95,0.0,,0.0,0.0,,,,0.0,,,,,,
2020-09-30,Club Street,Club Street - Central,2020-09,False,19.0,19.0,977.45,6.0,648.0500000000001,13.0,329.4,42.0,3.5,5.6,7.0,,,,5.25,,,,,,
2020-09-30,Club Street,Club Street - East,2020-09,False,24.0,24.0,756.85,0.0,0.0,24.0,756.85,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-09-30,Pizzeria,Pizzeria - Central,2020-09,False,20.0,20.0,862.4399999999998,0.0,0.0,20.0,862.4399999999998,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,74.75,220.0,26525.0,25770.0,0.3397727272727273
2020-09-30,Pizzeria,Pizzeria - East,2020-09,False,8.0,8.0,360.04,1.0,64.2,7.0,295.84000000000003,15.0,,3.75,0.0,,,,2.5,,,,,,
2020-09-30,The Brunch Place,The Brunch Place - East,2020-09,False,3.0,3.0,84.53,0.0,0.0,3.0,84.53,0.0,0.0,0.0,,,,,0.0,,,,,,
2020-10-01,Club Street,Club Street - Central,2020-10,False,17.0,15.0,747.2,2.0,272.1,13.0,475.1,14.0,2.3333333333333335,1.75,0.0,,,,1.75,,,,,,
2020-10-01,Club Street,Club Street - East,2020-10,False,20.0,20.0,639.4,0.0,0.0,20.0,639.4,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-10-01,Pizzeria,Pizzeria - Central,2020-10,False,18.0,18.0,940.53,4.0,228.45,14.0,712.08,27.58,0.0,2.758,0.0,,0.0,1.5266666666666666,3.8333333333333335,5.0,74.37,190.0,27451.0,26967.0,0.39142105263157895
2020-10-01,Pizzeria,Pizzeria - East,2020-10,False,8.0,7.0,374.49,3.0,192.58999999999997,4.0,181.9,45.0,0.0,30.0,5.0,,,,9.0,,,,,,
2020-10-01,The Brunch Place,The Brunch Place - East,2020-10,False,8.0,8.0,184.04000000000002,0.0,0.0,8.0,184.04000000000002,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-10-02,Club Street,Club Street - Central,2020-10,False,20.0,20.0,1228.8500000000001,4.0,326.95,16.0,901.9,28.0,10.5,1.4,0.0,,,,2.8,,,,,,
2020-10-02,Club Street,Club Street - East,2020-10,False,17.0,17.0,596.9999999999999,0.0,0.0,17.0,596.9999999999999,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-10-02,Pizzeria,Pizzeria - Central,2020-10,False,19.0,18.0,958.7200000000001,1.0,88.81,17.0,869.9100000000001,15.0,0.0,3.75,0.0,0.0,0.0,,1.6666666666666667,5.0,76.13,176.0,24133.0,22956.0,0.4325568181818182
2020-10-02,Pizzeria,Pizzeria - East,2020-10,False,9.0,8.0,326.35,2.0,123.05,6.0,203.3,30.0,,0.0,10.0,,,,6.0,,,,,,
2020-10-02,The Brunch Place,The Brunch Place - East,2020-10,False,9.0,9.0,254.66,0.0,0.0,9.0,254.66,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-10-03,Club Street,Club Street - Central,2020-10,True,12.0,11.0,547.5500000000001,2.0,236.89999999999998,9.0,310.65,14.0,3.5,2.3333333333333335,,,,,2.8,,,,,,
2020-10-03,Club Street,Club Street - East,2020-10,True,14.0,14.0,624.25,0.0,0.0,14.0,624.25,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-10-03,Pizzeria,Pizzeria - Central,2020-10,True,19.0,19.0,1119.25,1.0,26.75,18.0,1092.5,2.99,0.0,0.49833333333333335,0.0,,0.0,0.9966666666666667,0.0,5.0,76.57000000000001,173.0,24677.0,23681.0,0.44260115606936423
2020-10-03,Pizzeria,Pizzeria - East,2020-10,True,15.0,15.0,840.4799999999999,3.0,171.73,12.0,668.7499999999999,45.0,7.5,6.0,0.0,,,,4.5,,,,,,
2020-10-03,The Brunch Place,The Brunch Place - East,2020-10,True,9.0,9.0,158.35999999999999,0.0,0.0,9.0,158.35999999999999,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2020-10-04,Club Street,Club Street - Central,2020-10,True,4.0,4.0,130.85,1.0,81.25,3.0,49.599999999999994,7.0,,2.3333333333333335,0.0,,,,1.75,,,,,,
2020-10-04,Club Street,Club Street - East,2020-10,True,23.0,23.0,699.4,0.0,0.0,23.0,699.4,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
