transaction_date,brand_name,outlet_name,no_of_ads,ad_spend,clicks,impressions,reach,year_month
2020-03-30,The Beach,The Beach,3,13.260000000000002,148.0,2300.0,2237.0,2020-03
2020-03-30,The Brunch Place,The Brunch Place - Central,4,38.57,75.0,4633.0,4423.0,2020-03
2020-03-31,Pizzeria,Pizzeria - Central,9,31.060000000000002,55.0,5998.0,5722.0,2020-03
2020-03-31,The Beach,The Beach,3,12.9,125.0,2682.0,2614.0,2020-03
2020-03-31,The Brunch Place,The Brunch Place - Central,4,26.700000000000003,56.0,3681.0,3576.0,2020-03
2020-04-01,Pizzeria,Pizzeria - Central,9,28.36,52.0,5296.0,5051.0,2020-04
2020-04-01,The Beach,The Beach,3,11.77,123.0,2440.0,2375.0,2020-04
2020-04-01,The Brunch Place,The Brunch Place - Central,3,21.799999999999997,48.0,3827.0,3695.0,2020-04
2020-04-02,Pizzeria,Pizzeria - Central,9,23.98,56.0,5340.0,5188.0,2020-04
2020-04-02,The Beach,The Beach,3,12.030000000000001,147.0,2912.0,2842.0,2020-04
2020-04-02,The Brunch Place,The Brunch Place - Central,1,2.89,6.0,723.0,716.0,2020-04
2020-04-03,Pizzeria,Pizzeria - Central,7,18.34,46.0,4450.0,4306.0,2020-04
2020-04-03,The Beach,The Beach,3,12.54,135.0,2962.0,2892.0,2020-04
2020-04-03,The Brunch Place,The Brunch Place - Central,1,2.88,16.0,744.0,734.0,2020-04
2020-04-04,Louvré,Louvré,1,3.71,17.0,664.0,658.0,2020-04
2020-04-04,Pizzeria,Pizzeria - Central,5,16.62,38.0,4188.0,4024.0,2020-04
2020-04-04,The Beach,The Beach,3,12.36,95.0,2622.0,2571.0,2020-04
2020-04-04,The Brunch Place,The Brunch Place - Central,4,5.24,25.0,1052.0,1036.0,2020-04
2020-04-05,Louvré,Louvré,4,84.78,427.0,10363.0,8489.0,2020-04
2020-04-05,Pizzeria,Pizzeria - Central,5,16.9,48.0,4891.0,4750.0,2020-04
2020-04-05,The Beach,The Beach,3,12.42,116.0,2974.0,2922.0,2020-04
2020-04-05,The Brunch Place,The Brunch Place - Central,4,7.859999999999999,23.0,1463.0,1415.0,2020-04
2020-04-06,Louvré,Louvré,4,90.05000000000001,379.0,10614.0,9349.0,2020-04
2020-04-06,Pizzeria,Pizzeria - Central,7,17.39,34.0,4349.0,4253.0,2020-04
2020-04-06,The Beach,The Beach,3,12.34,93.0,2813.0,2736.0,2020-04
2020-04-06,The Brunch Place,The Brunch Place - Central,4,7.75,29.0,1189.0,1151.0,2020-04
2020-04-07,Louvré,Louvré,4,88.75,462.0,13190.0,11556.0,2020-04
2020-04-07,Pizzeria,Pizzeria - Central,9,23.099999999999998,63.0,5523.0,5352.0,2020-04
2020-04-07,The Beach,The Beach,3,12.649999999999999,135.0,2846.0,2743.0,2020-04
2020-04-07,The Brunch Place,The Brunch Place - Central,4,7.98,32.0,1572.0,1518.0,2020-04
2020-04-08,Louvré,Louvré,4,87.34,388.0,12799.0,11345.0,2020-04
2020-04-08,Pizzeria,Pizzeria - Central,5,18.07,34.0,3873.0,3749.0,2020-04
2020-04-08,The Beach,The Beach,3,12.35,124.0,3016.0,2939.0,2020-04
2020-04-08,The Brunch Place,The Brunch Place - Central,4,8.030000000000001,29.0,1242.0,1187.0,2020-04
2020-04-09,Louvré,Louvré,5,44.550000000000004,199.0,6624.0,6404.0,2020-04
2020-04-09,Pizzeria,Pizzeria - Central,5,38.28,74.0,7730.0,7385.0,2020-04
2020-04-09,The Beach,The Beach,3,11.84,94.0,2725.0,2662.0,2020-04
2020-04-09,The Brunch Place,The Brunch Place - Central,4,7.91,43.0,1340.0,1295.0,2020-04
2020-04-10,Louvré,Louvré,2,15.29,88.0,2802.0,2707.0,2020-04
2020-04-10,Pizzeria,Pizzeria - Central,5,39.19,63.0,7178.0,6854.0,2020-04
2020-04-10,The Beach,The Beach,3,12.5,113.0,2512.0,2462.0,2020-04
2020-04-10,The Brunch Place,The Brunch Place - Central,4,8.18,13.0,1250.0,1205.0,2020-04
2020-04-11,Louvré,Louvré,2,15.8,87.0,2636.0,2562.0,2020-04
2020-04-11,Pizzeria,Pizzeria - Central,5,39.099999999999994,64.0,6621.0,6346.0,2020-04
2020-04-11,The Beach,The Beach,3,12.120000000000001,85.0,2349.0,2308.0,2020-04
2020-04-11,The Brunch Place,The Brunch Place - Central,4,7.7,27.0,1146.0,1120.0,2020-04
2020-04-12,Louvré,Louvré,2,15.06,55.0,2407.0,2348.0,2020-04
2020-04-12,Pizzeria,Pizzeria - Central,5,38.83,51.0,6265.0,6031.0,2020-04
2020-04-12,The Beach,The Beach,3,12.44,77.0,2478.0,2405.0,2020-04
2020-04-12,The Brunch Place,The Brunch Place - Central,4,8.25,28.0,1084.0,1036.0,2020-04
2020-04-13,Louvré,Louvré,2,15.48,44.0,2073.0,2030.0,2020-04
2020-04-13,Pizzeria,Pizzeria - Central,5,39.61,54.0,5794.0,5553.0,2020-04
2020-04-13,The Beach,The Beach,3,12.53,98.0,2114.0,2058.0,2020-04
2020-04-13,The Brunch Place,The Brunch Place - Central,4,8.35,17.0,1229.0,1205.0,2020-04
2020-04-14,Louvré,Louvré,2,15.76,79.0,2502.0,2437.0,2020-04
2020-04-14,Pizzeria,Pizzeria - Central,5,39.23,69.0,7728.0,7531.0,2020-04
2020-04-14,The Beach,The Beach,3,9.530000000000001,61.0,1896.0,1850.0,2020-04
2020-04-14,The Brunch Place,The Brunch Place - Central,4,6.98,29.0,1015.0,974.0,2020-04
2020-04-15,Louvré,Louvré,2,12.370000000000001,153.0,2386.0,2302.0,2020-04
2020-04-15,Pizzeria,Pizzeria - Central,5,41.39,68.0,8006.0,7630.0,2020-04
2020-04-15,The Beach,The Beach,2,4.08,18.0,439.0,412.0,2020-04
2020-04-15,The Brunch Place,The Brunch Place - Central,5,7.279999999999999,51.0,983.0,957.0,2020-04
2020-04-16,Louvré,Louvré,4,28.73,365.0,5453.0,5054.0,2020-04
2020-04-16,Pizzeria,Pizzeria - Central,5,41.28,75.0,6430.0,6064.0,2020-04
2020-04-16,The Beach,The Beach,2,9.45,83.0,1396.0,1275.0,2020-04
2020-04-16,The Brunch Place,The Brunch Place - Central,5,14.620000000000001,143.0,3580.0,3500.0,2020-04
2020-04-17,Louvré,Louvré,5,32.510000000000005,429.0,7137.0,6811.0,2020-04
2020-04-17,Pizzeria,Pizzeria - Central,5,45.18000000000001,83.0,8352.0,7936.0,2020-04
2020-04-17,The Beach,The Beach,2,10.05,83.0,1584.0,1483.0,2020-04
2020-04-17,The Brunch Place,The Brunch Place - Central,5,14.71,133.0,3766.0,3710.0,2020-04
2020-04-18,Louvré,Louvré,5,35.37,499.0,7090.0,6732.0,2020-04
2020-04-18,Pizzeria,Pizzeria - Central,5,46.83,80.0,8444.0,8035.0,2020-04
2020-04-18,The Beach,The Beach,2,10.7,77.0,1454.0,1378.0,2020-04
2020-04-18,The Brunch Place,The Brunch Place - Central,7,30.169999999999998,172.0,4966.0,4827.0,2020-04
2020-04-19,Louvré,Louvré,5,32.65,367.0,6201.0,5887.0,2020-04
2020-04-19,Pizzeria,Pizzeria - Central,5,45.4,69.0,6100.0,5802.0,2020-04
2020-04-19,The Beach,The Beach,2,9.86,59.0,1533.0,1453.0,2020-04
2020-04-19,The Brunch Place,The Brunch Place - Central,9,52.81999999999999,220.0,6874.0,6361.0,2020-04
2020-04-20,Louvré,Louvré,4,26.16,361.0,5480.0,5208.0,2020-04
2020-04-20,Pizzeria,Pizzeria - Central,5,48.71000000000001,69.0,5596.0,5200.0,2020-04
2020-04-20,The Beach,The Beach,2,10.03,59.0,1285.0,1211.0,2020-04
2020-04-20,The Brunch Place,The Brunch Place - Central,9,53.97999999999999,246.0,7622.0,7164.0,2020-04
2020-04-21,Louvré,Louvré,4,27.33,347.0,5755.0,5420.0,2020-04
2020-04-21,Pizzeria,Pizzeria - Central,5,43.73,78.0,5413.0,5046.0,2020-04
2020-04-21,The Beach,The Beach,2,10.29,82.0,1570.0,1463.0,2020-04
2020-04-21,The Brunch Place,The Brunch Place - Central,9,53.91,281.0,8652.0,8189.0,2020-04
2020-04-22,Louvré,Louvré,4,25.980000000000004,333.0,5893.0,5648.0,2020-04
2020-04-22,Pizzeria,Pizzeria - Central,5,47.8,97.0,6842.0,6289.0,2020-04
2020-04-22,The Beach,The Beach,2,10.28,54.0,1579.0,1489.0,2020-04
2020-04-22,The Brunch Place,The Brunch Place - Central,9,53.96,304.0,7972.0,7504.0,2020-04
2020-04-23,Louvré,Louvré,5,29.76,380.0,7620.0,6954.0,2020-04
2020-04-23,Pizzeria,Pizzeria - Central,5,40.03,65.0,4937.0,4587.0,2020-04
2020-04-23,The Beach,The Beach,2,10.29,67.0,1546.0,1453.0,2020-04
2020-04-23,The Brunch Place,The Brunch Place - Central,9,53.21,279.0,8795.0,8345.0,2020-04
2020-04-24,Louvré,Louvré,4,21.75,271.0,5286.0,4996.0,2020-04
2020-04-24,Pizzeria,Pizzeria - Central,5,32.15,66.0,3747.0,3456.0,2020-04
2020-04-24,The Beach,The Beach,2,9.99,52.0,1487.0,1406.0,2020-04
2020-04-24,The Brunch Place,The Brunch Place - Central,9,51.29,253.0,8847.0,8490.0,2020-04
2020-04-25,Louvré,Louvré,4,22.54,269.0,5971.0,5731.0,2020-04
2020-04-25,Pizzeria,Pizzeria - Central,5,33.42,53.0,4306.0,3960.0,2020-04
2020-04-25,The Beach,The Beach,2,9.76,66.0,1490.0,1395.0,2020-04
2020-04-25,The Brunch Place,The Brunch Place - Central,7,39.269999999999996,221.0,6347.0,6015.0,2020-04
2020-04-26,Louvré,Louvré,4,22.11,256.0,6530.0,6264.0,2020-04
2020-04-26,Pizzeria,Pizzeria - Central,5,33.05,46.0,4548.0,4176.0,2020-04
2020-04-26,The Beach,The Beach,2,10.4,79.0,1811.0,1706.0,2020-04
2020-04-26,The Brunch Place,The Brunch Place - Central,7,38.67,211.0,7830.0,7507.0,2020-04
2020-04-27,Louvré,Louvré,4,21.61,241.0,6036.0,5760.0,2020-04
2020-04-27,Pizzeria,Pizzeria - Central,5,32.14,51.0,5576.0,5214.0,2020-04
2020-04-27,The Beach,The Beach,2,10.18,73.0,1816.0,1707.0,2020-04
2020-04-27,The Brunch Place,The Brunch Place - Central,7,37.72,186.0,8044.0,7703.0,2020-04
2020-04-28,Louvré,Louvré,4,22.22,251.0,6155.0,5855.0,2020-04
2020-04-28,Pizzeria,Pizzeria - Central,5,32.019999999999996,59.0,6149.0,5661.0,2020-04
2020-04-28,The Beach,The Beach,2,9.68,60.0,1792.0,1663.0,2020-04
2020-04-28,The Brunch Place,The Brunch Place - Central,7,39.82,198.0,7677.0,7356.0,2020-04
2020-04-29,Louvré,Louvré,4,21.380000000000003,272.0,6530.0,6265.0,2020-04
2020-04-29,Pizzeria,Pizzeria - Central,5,31.79,47.0,5487.0,5037.0,2020-04
2020-04-29,The Beach,The Beach,2,9.51,46.0,1667.0,1570.0,2020-04
2020-04-29,The Brunch Place,The Brunch Place - Central,4,33.989999999999995,183.0,6864.0,6583.0,2020-04
2020-04-30,Louvré,Louvré,2,12.97,162.0,3742.0,3645.0,2020-04
2020-04-30,Pizzeria,Pizzeria - Central,5,32.78,68.0,6269.0,5886.0,2020-04
2020-04-30,The Beach,The Beach,2,8.86,48.0,1365.0,1310.0,2020-04
2020-04-30,The Brunch Place,The Brunch Place - Central,4,34.93,154.0,6810.0,6543.0,2020-04
2020-05-01,Louvré,Louvré,1,2.48,19.0,705.0,700.0,2020-05
2020-05-01,Pizzeria,Pizzeria - Central,5,34.5,42.0,6610.0,6149.0,2020-05
2020-05-01,The Beach,The Beach,1,2.76,8.0,350.0,331.0,2020-05
2020-05-01,The Brunch Place,The Brunch Place - Central,4,15.8,116.0,3366.0,3301.0,2020-05
2020-05-02,Pizzeria,Pizzeria - Central,5,35.36,59.0,7744.0,7227.0,2020-05
2020-05-03,Pizzeria,Pizzeria - Central,5,34.89,97.0,11825.0,11022.0,2020-05
2020-05-04,Pizzeria,Pizzeria - Central,5,35.95,51.0,10472.0,9969.0,2020-05
2020-05-05,Pizzeria,Pizzeria - Central,5,34.19,103.0,12838.0,12168.0,2020-05
2020-05-06,Pizzeria,Pizzeria - Central,5,31.08,66.0,10680.0,10058.0,2020-05
2020-05-07,Pizzeria,Pizzeria - Central,5,31.519999999999996,43.0,8295.0,7837.0,2020-05
2020-05-08,Pizzeria,Pizzeria - Central,5,29.690000000000005,44.0,6607.0,6155.0,2020-05
2020-05-09,Pizzeria,Pizzeria - Central,5,30.240000000000002,51.0,6229.0,5835.0,2020-05
2020-05-10,Pizzeria,Pizzeria - Central,5,31.19,57.0,5966.0,5597.0,2020-05
2020-05-11,Pizzeria,Pizzeria - Central,5,30.69,48.0,5947.0,5639.0,2020-05
2020-05-12,Pizzeria,Pizzeria - Central,5,29.810000000000002,56.0,6385.0,6041.0,2020-05
2020-05-13,Pizzeria,Pizzeria - Central,5,29.91,35.0,7118.0,6754.0,2020-05
2020-05-14,Louvré,Louvré,1,3.26,56.0,805.0,781.0,2020-05
2020-05-14,Pizzeria,Pizzeria - Central,5,31.03,52.0,5637.0,5303.0,2020-05
2020-05-15,Louvré,Louvré,1,6.13,88.0,1928.0,1815.0,2020-05
2020-05-15,Pizzeria,Pizzeria - Central,5,29.77,55.0,6048.0,5681.0,2020-05
2020-05-16,Louvré,Louvré,1,6.37,111.0,1867.0,1808.0,2020-05
2020-05-16,Pizzeria,Pizzeria - Central,5,31.990000000000002,79.0,7887.0,7554.0,2020-05
2020-05-17,Louvré,Louvré,1,6.18,73.0,1793.0,1733.0,2020-05
2020-05-17,Pizzeria,Pizzeria - Central,5,34.71,71.0,8312.0,7956.0,2020-05
2020-05-18,Louvré,Louvré,1,6.18,59.0,2137.0,2099.0,2020-05
2020-05-18,Pizzeria,Pizzeria - Central,5,35.08,66.0,8163.0,7834.0,2020-05
2020-05-19,Louvré,Louvré,1,6.17,66.0,1909.0,1862.0,2020-05
2020-05-19,Pizzeria,Pizzeria - Central,5,35.56,96.0,8579.0,8140.0,2020-05
2020-05-20,Louvré,Louvré,1,6.25,65.0,1846.0,1784.0,2020-05
2020-05-20,Pizzeria,Pizzeria - Central,5,34.230000000000004,53.0,7708.0,7341.0,2020-05
2020-05-20,The Beach,The Beach,2,26.04,236.0,8095.0,7899.0,2020-05
2020-05-20,The Brunch Place,The Brunch Place - Central,1,3.77,7.0,396.0,396.0,2020-05
2020-05-21,Louvré,Louvré,1,6.2,52.0,1867.0,1845.0,2020-05
2020-05-21,Pizzeria,Pizzeria - Central,5,34.739999999999995,61.0,7104.0,6827.0,2020-05
2020-05-21,The Beach,The Beach,2,40.64,334.0,10418.0,10141.0,2020-05
2020-05-21,The Brunch Place,The Brunch Place - Central,1,20.68,97.0,3180.0,2992.0,2020-05
2020-05-22,Louvré,Louvré,1,6.44,68.0,2131.0,2099.0,2020-05
2020-05-22,Pizzeria,Pizzeria - Central,5,34.7,73.0,8323.0,8003.0,2020-05
2020-05-22,The Beach,The Beach,2,40.59,352.0,11410.0,11175.0,2020-05
2020-05-22,The Brunch Place,The Brunch Place - Central,1,19.86,81.0,3509.0,3251.0,2020-05
2020-05-23,Louvré,Louvré,1,6.28,50.0,2053.0,2028.0,2020-05
2020-05-23,Pizzeria,Pizzeria - Central,5,34.66,74.0,9223.0,8900.0,2020-05
2020-05-23,The Beach,The Beach,3,42.28,317.0,12914.0,12336.0,2020-05
2020-05-23,The Brunch Place,The Brunch Place - Central,3,52.87,283.0,8745.0,8299.0,2020-05
2020-05-24,Louvré,Louvré,1,6.07,31.0,1639.0,1615.0,2020-05
2020-05-24,Pizzeria,Pizzeria - Central,5,31.07,51.0,6973.0,6643.0,2020-05
2020-05-24,The Beach,The Beach,3,51.06,341.0,13882.0,13287.0,2020-05
2020-05-24,The Brunch Place,The Brunch Place - Central,3,73.06,288.0,11736.0,10896.0,2020-05
2020-05-25,Louvré,Louvré,1,6.28,31.0,1945.0,1923.0,2020-05
2020-05-25,Pizzeria,Pizzeria - Central,4,28.32,49.0,6323.0,6030.0,2020-05
2020-05-25,The Beach,The Beach,3,23.05,170.0,5298.0,5089.0,2020-05
2020-05-25,The Brunch Place,The Brunch Place - Central,3,75.48,326.0,15027.0,14127.0,2020-05
2020-05-26,Louvré,Louvré,1,6.51,53.0,1911.0,1880.0,2020-05
2020-05-26,Pizzeria,Pizzeria - Central,4,27.240000000000002,57.0,7069.0,6779.0,2020-05
2020-05-26,The Beach,The Beach,1,6.34,42.0,938.0,888.0,2020-05
2020-05-26,The Brunch Place,The Brunch Place - Central,3,59.34,300.0,14706.0,13578.0,2020-05
2020-05-27,Louvré,Louvré,1,6.35,73.0,1867.0,1829.0,2020-05
2020-05-27,Pizzeria,Pizzeria - Central,4,26.990000000000002,50.0,6788.0,6487.0,2020-05
2020-05-27,The Beach,The Beach,1,1.67,12.0,181.0,175.0,2020-05
2020-05-27,The Brunch Place,The Brunch Place - Central,2,28.27,216.0,9656.0,9127.0,2020-05
2020-05-28,Louvré,Louvré,1,6.17,54.0,1611.0,1568.0,2020-05
2020-05-28,Pizzeria,Pizzeria - Central,4,27.259999999999998,59.0,7219.0,6871.0,2020-05
2020-05-28,The Beach,The Beach,1,2.86,3.0,329.0,310.0,2020-05
2020-05-28,The Brunch Place,The Brunch Place - Central,2,29.78,246.0,9385.0,8968.0,2020-05
2020-05-29,Louvré,Louvré,1,6.24,67.0,1546.0,1506.0,2020-05
2020-05-29,Pizzeria,Pizzeria - Central,4,27.28,50.0,6962.0,6647.0,2020-05
2020-05-29,The Beach,The Beach,1,3.04,16.0,328.0,318.0,2020-05
2020-05-29,The Brunch Place,The Brunch Place - Central,2,28.43,215.0,9353.0,9013.0,2020-05
2020-05-30,Louvré,Louvré,1,2.92,21.0,677.0,667.0,2020-05
2020-05-30,Pizzeria,Pizzeria - Central,4,27.67,55.0,6259.0,6035.0,2020-05
2020-05-30,The Beach,The Beach,1,3.04,13.0,397.0,370.0,2020-05
2020-05-30,The Brunch Place,The Brunch Place - Central,2,29.89,251.0,9767.0,9467.0,2020-05
2020-05-31,Pizzeria,Pizzeria - Central,4,28.53,39.0,5525.0,5286.0,2020-05
2020-05-31,The Beach,The Beach,1,2.92,8.0,310.0,296.0,2020-05
2020-05-31,The Brunch Place,The Brunch Place - Central,2,28.369999999999997,162.0,8854.0,8516.0,2020-05
2020-06-01,Pizzeria,Pizzeria - Central,4,28.5,46.0,5729.0,5499.0,2020-06
2020-06-01,The Beach,The Beach,1,3.1,8.0,394.0,377.0,2020-06
2020-06-01,The Brunch Place,The Brunch Place - Central,2,30.33,178.0,8929.0,8551.0,2020-06
2020-06-02,Pizzeria,Pizzeria - Central,4,29.49,64.0,7286.0,7064.0,2020-06
2020-06-02,The Beach,The Beach,1,3.01,9.0,360.0,341.0,2020-06
2020-06-02,The Brunch Place,The Brunch Place - Central,2,19.87,135.0,7991.0,7757.0,2020-06
2020-06-03,Pizzeria,Pizzeria - Central,4,28.55,63.0,7732.0,7429.0,2020-06
2020-06-03,The Beach,The Beach,1,3.0,13.0,445.0,417.0,2020-06
2020-06-04,Pizzeria,Pizzeria - Central,4,28.93,58.0,8027.0,7758.0,2020-06
2020-06-04,The Beach,The Beach,1,2.93,8.0,434.0,399.0,2020-06
2020-06-05,Pizzeria,Pizzeria - Central,4,28.91,63.0,7810.0,7573.0,2020-06
2020-06-05,The Beach,The Beach,1,2.95,3.0,358.0,341.0,2020-06
2020-06-06,Pizzeria,Pizzeria - Central,4,29.04,48.0,6961.0,6746.0,2020-06
2020-06-06,The Beach,The Beach,1,3.06,13.0,296.0,282.0,2020-06
2020-06-07,Pizzeria,Pizzeria - Central,4,33.07,71.0,6834.0,6673.0,2020-06
2020-06-07,The Beach,The Beach,1,3.15,12.0,358.0,334.0,2020-06
2020-06-08,Pizzeria,Pizzeria - Central,4,36.099999999999994,65.0,7025.0,6811.0,2020-06
2020-06-08,The Beach,The Beach,1,2.99,8.0,421.0,393.0,2020-06
2020-06-09,Pizzeria,Pizzeria - Central,4,36.4,69.0,8724.0,8491.0,2020-06
2020-06-09,The Beach,The Beach,1,2.85,6.0,418.0,400.0,2020-06
2020-06-10,Pizzeria,Pizzeria - Central,4,35.51,68.0,8369.0,7913.0,2020-06
2020-06-10,The Beach,The Beach,1,3.27,15.0,364.0,341.0,2020-06
2020-06-11,Pizzeria,Pizzeria - Central,4,38.42,69.0,9559.0,9261.0,2020-06
2020-06-11,The Beach,The Beach,1,2.8,7.0,380.0,356.0,2020-06
2020-06-12,Pizzeria,Pizzeria - Central,4,34.93,59.0,9011.0,8812.0,2020-06
2020-06-12,The Beach,The Beach,1,2.94,5.0,324.0,313.0,2020-06
2020-06-12,The Brunch Place,The Brunch Place - Central,3,12.46,78.0,3064.0,2933.0,2020-06
2020-06-13,Pizzeria,Pizzeria - Central,4,36.370000000000005,62.0,10661.0,10409.0,2020-06
2020-06-13,The Beach,The Beach,1,2.9,12.0,349.0,327.0,2020-06
2020-06-13,The Brunch Place,The Brunch Place - Central,4,37.87,163.0,12143.0,11426.0,2020-06
2020-06-14,Pizzeria,Pizzeria - Central,4,38.019999999999996,87.0,12506.0,12282.0,2020-06
2020-06-14,The Beach,The Beach,1,3.01,9.0,388.0,360.0,2020-06
2020-06-14,The Brunch Place,The Brunch Place - Central,4,38.64,239.0,16791.0,16024.0,2020-06
2020-06-15,Pizzeria,Pizzeria - Central,4,35.5,61.0,10270.0,10019.0,2020-06
2020-06-15,The Beach,The Beach,1,2.88,8.0,375.0,346.0,2020-06
2020-06-15,The Brunch Place,The Brunch Place - Central,4,39.24,200.0,14938.0,14434.0,2020-06
2020-06-16,Pizzeria,Pizzeria - Central,4,35.349999999999994,67.0,10135.0,9793.0,2020-06
2020-06-16,The Beach,The Beach,1,2.77,7.0,423.0,384.0,2020-06
2020-06-16,The Brunch Place,The Brunch Place - Central,4,30.27,184.0,13005.0,12354.0,2020-06
2020-06-17,Pizzeria,Pizzeria - Central,4,33.519999999999996,62.0,8894.0,8487.0,2020-06
2020-06-17,The Beach,The Beach,1,2.86,12.0,369.0,325.0,2020-06
2020-06-17,The Brunch Place,The Brunch Place - Central,3,27.71,237.0,12942.0,12263.0,2020-06
2020-06-18,Pizzeria,Pizzeria - Central,4,33.349999999999994,56.0,8912.0,8559.0,2020-06
2020-06-18,The Beach,The Beach,1,2.88,8.0,387.0,355.0,2020-06
2020-06-18,The Brunch Place,The Brunch Place - Central,3,27.450000000000003,218.0,12132.0,11667.0,2020-06
2020-06-19,Pizzeria,Pizzeria - Central,4,36.18,64.0,10002.0,9629.0,2020-06
2020-06-19,The Beach,The Beach,1,2.8,8.0,411.0,365.0,2020-06
2020-06-19,The Brunch Place,The Brunch Place - Central,3,29.28,242.0,11965.0,11474.0,2020-06
2020-06-20,Pizzeria,Pizzeria - Central,4,37.04,70.0,8974.0,8723.0,2020-06
2020-06-20,The Beach,The Beach,1,2.97,8.0,339.0,308.0,2020-06
2020-06-20,The Brunch Place,The Brunch Place - Central,4,38.57,214.0,12087.0,11359.0,2020-06
2020-06-21,Pizzeria,Pizzeria - Central,4,36.61,47.0,7188.0,6923.0,2020-06
2020-06-21,The Beach,The Beach,1,2.81,5.0,300.0,279.0,2020-06
2020-06-21,The Brunch Place,The Brunch Place - Central,4,39.93,216.0,11387.0,10650.0,2020-06
2020-06-22,Pizzeria,Pizzeria - Central,4,37.61,70.0,8332.0,7985.0,2020-06
2020-06-22,The Beach,The Beach,1,2.96,9.0,299.0,275.0,2020-06
2020-06-22,The Brunch Place,The Brunch Place - Central,4,38.27,167.0,9260.0,8648.0,2020-06
2020-06-23,Pizzeria,Pizzeria - Central,4,39.72,76.0,11302.0,10937.0,2020-06
2020-06-23,The Beach,The Beach,1,3.0,3.0,370.0,342.0,2020-06
2020-06-23,The Brunch Place,The Brunch Place - Central,4,29.630000000000003,148.0,9363.0,8875.0,2020-06
2020-06-24,Pizzeria,Pizzeria - Central,4,42.2,63.0,10242.0,9953.0,2020-06
2020-06-24,The Beach,The Beach,1,2.78,8.0,324.0,294.0,2020-06
2020-06-24,The Brunch Place,The Brunch Place - Central,3,27.550000000000004,162.0,9710.0,9280.0,2020-06
2020-06-25,Louvré,Louvré,1,3.47,5.0,277.0,270.0,2020-06
2020-06-25,Pizzeria,Pizzeria - Central,4,43.67,56.0,9405.0,9218.0,2020-06
2020-06-25,The Beach,The Beach,1,2.88,1.0,359.0,340.0,2020-06
2020-06-25,The Brunch Place,The Brunch Place - Central,3,28.089999999999996,144.0,10818.0,10504.0,2020-06
2020-06-26,Louvré,Louvré,1,5.07,1.0,615.0,607.0,2020-06
2020-06-26,Pizzeria,Pizzeria - Central,4,44.2,68.0,8998.0,8694.0,2020-06
2020-06-26,The Beach,The Beach,1,3.11,8.0,279.0,259.0,2020-06
2020-06-26,The Brunch Place,The Brunch Place - Central,3,29.0,143.0,12573.0,11956.0,2020-06
2020-06-27,Louvré,Louvré,1,5.18,14.0,710.0,693.0,2020-06
2020-06-27,Pizzeria,Pizzeria - Central,4,46.519999999999996,73.0,11715.0,11378.0,2020-06
2020-06-27,The Beach,The Beach,1,2.91,15.0,334.0,306.0,2020-06
2020-06-27,The Brunch Place,The Brunch Place - Central,4,38.71,184.0,13277.0,12743.0,2020-06
2020-06-28,Louvré,Louvré,1,5.05,12.0,807.0,793.0,2020-06
2020-06-28,Pizzeria,Pizzeria - Central,4,49.39,63.0,10471.0,10125.0,2020-06
2020-06-28,The Beach,The Beach,1,2.85,7.0,344.0,314.0,2020-06
2020-06-28,The Brunch Place,The Brunch Place - Central,4,38.75,154.0,13321.0,12785.0,2020-06
2020-06-29,Louvré,Louvré,1,5.03,11.0,1168.0,1151.0,2020-06
2020-06-29,Pizzeria,Pizzeria - Central,4,44.53,76.0,10531.0,10330.0,2020-06
2020-06-29,The Beach,The Beach,1,2.81,6.0,335.0,312.0,2020-06
2020-06-29,The Brunch Place,The Brunch Place - Central,4,39.74,203.0,14451.0,13989.0,2020-06
2020-06-30,Louvré,Louvré,1,1.2,1.0,222.0,222.0,2020-06
2020-06-30,Pizzeria,Pizzeria - Central,4,40.5,63.0,10771.0,10499.0,2020-06
2020-06-30,The Beach,The Beach,1,1.24,4.0,183.0,178.0,2020-06
2020-06-30,The Brunch Place,The Brunch Place - Central,4,8.84,49.0,3660.0,3601.0,2020-06
2020-07-01,Pizzeria,Pizzeria - Central,4,34.97,63.0,10763.0,10416.0,2020-07
2020-07-02,Pizzeria,Pizzeria - Central,4,32.47,54.0,8019.0,7887.0,2020-07
2020-07-03,Pizzeria,Pizzeria - Central,4,32.18,51.0,7771.0,7562.0,2020-07
2020-07-04,Pizzeria,Pizzeria - Central,4,32.339999999999996,50.0,8739.0,8547.0,2020-07
2020-07-05,Pizzeria,Pizzeria - Central,4,32.58,45.0,7031.0,6806.0,2020-07
2020-07-06,Pizzeria,Pizzeria - Central,4,33.96,42.0,8101.0,7907.0,2020-07
2020-07-07,Pizzeria,Pizzeria - Central,4,34.25,56.0,9041.0,8905.0,2020-07
2020-07-08,Louvré,Louvré,1,0.81,16.0,92.0,92.0,2020-07
2020-07-08,Pizzeria,Pizzeria - Central,4,32.07,50.0,7725.0,7485.0,2020-07
2020-07-08,The Beach,The Beach,1,0.87,7.0,88.0,88.0,2020-07
2020-07-09,Louvré,Louvré,1,4.41,80.0,712.0,588.0,2020-07
2020-07-09,Pizzeria,Pizzeria - Central,4,32.89,46.0,8991.0,8708.0,2020-07
2020-07-09,The Beach,The Beach,1,4.05,21.0,553.0,482.0,2020-07
2020-07-09,The Brunch Place,The Brunch Place - Central,1,3.83,17.0,797.0,766.0,2020-07
